m_cambodia_15_24_yrs, m_canada_45_54_yrs, m_iran_45_54_yrs, m_indonesia_25_44_yrs, m_fiji_55_64_yrs, m_iran_5_14_yrs, m_india_85_yrs_ov, m_cambodia_5_14_yrs, m_bosnia_herzegov_25_44_yrs, m_croatia_55_64_yrs, m_england_5_14_yrs, m_germany_5_14_yrs, m_indonesia_55_64_yrs, m_iran_55_64_yrs, m_india_25_44_yrs, m_afghanistan_65_74_yrs, m_egypt_tot, m_germany_15_24_yrs, m_indonesia_0_4_yrs, m_chile_15_24_yrs, m_iran_25_44_yrs, m_australia_0_4_yrs, m_bosnia_herzegov_5_14_yrs, m_hong_kong_85_yrs_ov, m_china_tot, m_bangladesh_55_64_yrs, m_germany_55_64_yrs, m_australia_85_yrs_ov, m_greece_75_84_yrs, m_egypt_5_14_yrs, lga_code_2016, m_england_85_yrs_ov, m_croatia_tot, m_canada_75_84_yrs, m_india_0_4_yrs, m_egypt_75_84_yrs, m_indonesia_45_54_yrs, m_fiji_15_24_yrs, m_croatia_45_54_yrs, m_bosnia_herzegov_75_84_yrs, m_iraq_85_yrs_ov, m_india_75_84_yrs, m_croatia_25_44_yrs, m_bangladesh_85_yrs_ov, m_iraq_65_74_yrs, m_india_65_74_yrs, m_england_0_4_yrs, m_chile_75_84_yrs, m_egypt_15_24_yrs, m_england_15_24_yrs, m_indonesia_75_84_yrs, m_india_15_24_yrs, m_egypt_25_44_yrs, m_hong_kong_5_14_yrs, m_greece_25_44_yrs, m_canada_tot, m_iraq_tot, m_germany_0_4_yrs, m_greece_15_24_yrs, m_china_45_54_yrs, m_canada_85_yrs_ov, m_croatia_5_14_yrs, m_bosnia_herzegov_65_74_yrs, m_greece_5_14_yrs, m_fiji_45_54_yrs, m_hong_kong_tot, m_france_5_14_yrs, m_croatia_85_yrs_ov, m_england_55_64_yrs, m_bangladesh_25_44_yrs, m_france_25_44_yrs, m_france_tot, m_iran_65_74_yrs, m_chile_55_64_yrs, m_fiji_0_4_yrs, m_hong_kong_65_74_yrs, m_afghanistan_tot, m_england_65_74_yrs, m_afghanistan_75_84_yrs, m_hong_kong_55_64_yrs, m_australia_55_64_yrs, m_australia_45_54_yrs, m_france_85_yrs_ov, m_chile_65_74_yrs, m_bosnia_herzegov_15_24_yrs, m_china_15_24_yrs, m_india_45_54_yrs, m_bosnia_herzegov_85_yrs_ov, m_afghanistan_0_4_yrs, m_indonesia_85_yrs_ov, m_china_75_84_yrs, m_australia_25_44_yrs, m_chile_tot, m_indonesia_65_74_yrs, m_greece_0_4_yrs, m_afghanistan_55_64_yrs, m_iraq_75_84_yrs, m_iran_tot, m_indonesia_tot, m_egypt_45_54_yrs, m_france_0_4_yrs, m_cambodia_85_yrs_ov, m_bosnia_herzegov_45_54_yrs, m_china_25_44_yrs, m_egypt_55_64_yrs, m_china_85_yrs_ov, m_canada_55_64_yrs, m_chile_0_4_yrs, m_bosnia_herzegov_tot, m_indonesia_15_24_yrs, m_indonesia_5_14_yrs, m_china_65_74_yrs, m_chile_85_yrs_ov, m_egypt_65_74_yrs, m_china_5_14_yrs, m_france_45_54_yrs, m_greece_85_yrs_ov, m_cambodia_25_44_yrs, m_hong_kong_45_54_yrs, m_afghanistan_5_14_yrs, m_iraq_45_54_yrs, m_bosnia_herzegov_0_4_yrs, m_india_5_14_yrs, m_iraq_15_24_yrs, m_australia_65_74_yrs, m_fiji_85_yrs_ov, m_iran_85_yrs_ov, m_afghanistan_15_24_yrs, m_croatia_0_4_yrs, m_germany_25_44_yrs, m_greece_tot, m_hong_kong_75_84_yrs, m_chile_45_54_yrs, m_cambodia_65_74_yrs, m_fiji_65_74_yrs, m_china_0_4_yrs, m_chile_5_14_yrs, m_germany_85_yrs_ov, m_canada_25_44_yrs, m_bangladesh_15_24_yrs, m_afghanistan_25_44_yrs, m_germany_45_54_yrs, m_germany_65_74_yrs, m_england_tot, m_fiji_tot, m_iran_0_4_yrs, m_france_15_24_yrs, m_hong_kong_15_24_yrs, m_iran_15_24_yrs, m_bangladesh_0_4_yrs, m_hong_kong_0_4_yrs, m_bangladesh_75_84_yrs, m_germany_75_84_yrs, m_greece_45_54_yrs, m_france_65_74_yrs, m_england_45_54_yrs, m_iraq_5_14_yrs, m_england_25_44_yrs, m_cambodia_55_64_yrs, m_australia_tot, m_iran_75_84_yrs, m_bosnia_herzegov_55_64_yrs, m_fiji_75_84_yrs, m_cambodia_0_4_yrs, m_bangladesh_65_74_yrs, m_afghanistan_85_yrs_ov, m_canada_65_74_yrs, m_australia_5_14_yrs, m_egypt_0_4_yrs, m_bangladesh_45_54_yrs, m_bangladesh_5_14_yrs, m_canada_5_14_yrs, lga_name_2016, m_croatia_75_84_yrs, m_france_55_64_yrs, m_croatia_65_74_yrs, m_canada_15_24_yrs, m_hong_kong_25_44_yrs, m_chile_25_44_yrs, m_china_55_64_yrs, m_cambodia_45_54_yrs, m_australia_75_84_yrs, m_egypt_85_yrs_ov, m_fiji_25_44_yrs, m_fiji_5_14_yrs, m_iraq_25_44_yrs, m_england_75_84_yrs, m_india_55_64_yrs, m_australia_15_24_yrs, m_iraq_0_4_yrs, m_germany_tot, m_canada_0_4_yrs, m_cambodia_tot, m_cambodia_75_84_yrs, m_greece_55_64_yrs, m_croatia_15_24_yrs, m_iraq_55_64_yrs, m_bangladesh_tot, m_afghanistan_45_54_yrs, m_india_tot, m_france_75_84_yrs, m_greece_65_74_yrs
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,81,0,0,0,0,0,49,0,0,"18100",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,248,197,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1555,0,0,0,0,0,0,0,209,0,0,0,0,"Weddin (A)",0,0,0,0,0,0,0,0,125,0,0,0,0,6,0,136,0,4,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,218,0,0,0,0,0,44,0,0,"18200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,0,0,434,404,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,39,3,0,0,0,0,0,0,0,0,0,0,6,0,5,0,2904,0,0,0,0,0,0,0,401,0,0,0,0,"Wentworth (A)",0,0,0,0,0,0,0,0,161,0,0,0,0,7,0,307,0,7,0,0,0,0,0,0,0,0,4,0,0
0,0,0,3,3,0,0,0,0,0,9,0,0,0,143,0,20,0,0,0,14,1642,0,0,80,0,3,332,7,3,"18230",11,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,10,0,4,11,8,0,0,12,0,0,0,0,3,8,0,0,47,27,6,11,0,0,0,0,7,78,0,0,2452,2580,0,0,0,7,13,0,0,0,0,4884,5,4,0,0,0,20,15,3,0,0,0,51,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,11,0,1743,0,0,4,0,3,17,0,0,0,3,0,0,0,4,0,0,4,11,270,24,0,3,0,0,0,0,0,3,0,3,46,0,36,0,20641,0,0,0,0,0,0,3,3225,3,3,3,0,"Western Plains Regional (A)",3,0,3,0,0,0,5,0,954,0,14,0,5,33,6,2821,0,32,0,4,0,0,0,0,35,0,190,0,7
4,25,34,154,8,5,3,0,0,17,129,3,32,34,669,0,93,5,3,3,136,2104,0,13,3250,3,9,291,27,0,"18250",22,123,0,29,18,28,0,14,3,5,17,5,0,0,27,29,0,3,67,10,37,9,47,5,128,22,0,0,459,0,0,3,0,16,1110,10,5,244,15,53,110,39,3,0,107,9,184,0,177,1571,2188,0,3,0,520,65,0,0,3,141,4378,32,13,0,3,0,277,298,6,0,0,4,1253,19,44,12,0,12,40,8,252,0,27,185,20,13,10,154,0,7,0,87,0,1046,0,8,0,0,38,73,41,11,0,3,49,6,3,52,3,3,19,21,1540,43,0,8,110,17,0,18,0,18,5,6,356,0,422,0,18342,11,0,0,0,0,0,5,3725,0,3,0,11,"Willoughby (C)",36,12,32,6,442,6,353,0,504,14,13,0,9,81,45,2527,0,109,3,15,0,5,0,3,31,3,970,4,25
0,12,0,3,7,0,0,0,0,6,30,0,3,3,50,0,16,0,0,0,5,1144,0,0,107,0,22,343,11,0,"18350",74,16,3,3,3,0,0,3,0,0,10,0,0,3,15,4,0,0,27,0,3,0,4,3,48,4,0,0,8,0,0,0,0,5,39,0,0,240,12,4,28,0,6,0,4,0,405,0,3,2259,2268,0,3,0,65,5,0,0,0,3,3473,18,0,0,0,0,13,18,0,0,0,0,9,3,0,10,0,3,0,0,4,0,7,9,9,0,0,3,0,0,0,10,0,2091,0,0,0,0,9,34,0,5,0,6,0,0,7,8,0,0,6,51,1322,22,0,4,13,0,0,0,0,18,3,7,194,0,114,0,17639,0,0,0,0,0,0,9,2746,0,3,0,5,"Wingecarribee (A)",6,3,3,0,7,7,3,0,1200,0,3,0,0,230,6,2123,0,111,0,3,0,8,0,3,12,0,108,3,10
0,3,7,0,3,0,0,0,0,19,4,0,0,0,7,0,17,0,0,0,0,1631,0,0,45,0,10,155,7,0,"18400",20,53,0,0,3,0,0,12,0,0,3,6,0,4,9,4,0,0,15,8,3,3,0,3,21,5,0,0,9,0,0,0,0,3,9,0,3,209,3,3,9,0,10,0,0,4,212,0,0,2139,2540,0,0,0,3,3,0,0,0,4,5067,23,3,0,0,0,12,9,3,0,0,3,17,3,0,0,0,7,0,0,11,0,4,0,3,0,0,3,0,0,0,0,0,1274,0,0,0,0,10,39,0,8,0,0,0,0,0,7,0,0,8,35,896,22,0,0,0,0,0,0,0,12,4,3,214,0,103,0,19941,3,0,0,0,0,0,0,3626,0,3,0,0,"Wollondilly (A)",4,0,11,3,3,5,4,3,505,0,12,3,3,119,3,3010,0,75,0,4,0,11,0,4,4,0,32,0,11
0,37,14,63,6,10,3,0,37,57,133,0,14,21,441,0,88,15,6,0,143,5674,0,0,1711,5,92,927,86,4,"18450",161,410,3,4,12,8,7,57,12,0,20,58,0,4,40,24,22,3,121,3,202,27,0,8,161,213,3,3,71,4,0,13,4,16,113,4,26,800,36,24,106,3,39,0,5,12,821,0,24,7659,9037,4,66,9,665,67,3,0,0,14,19295,243,7,0,0,3,216,132,11,3,0,35,818,14,5,14,0,148,16,14,34,6,25,26,18,36,3,17,3,25,0,47,22,4897,0,0,3,0,39,340,0,60,0,18,6,0,37,61,21,3,40,180,3855,87,3,12,36,21,4,0,0,101,34,18,839,41,484,3,73243,3,31,4,0,0,0,10,11297,0,3,3,17,"Wollongong (C)",109,12,89,17,31,54,68,0,2556,0,36,0,98,465,35,11903,10,510,0,14,0,69,10,8,66,0,852,4,97
3,20,15,22,0,0,5,0,3,3,127,5,3,3,34,0,62,5,0,3,19,1184,0,0,305,0,16,260,13,0,"18500",25,17,4,0,11,17,4,0,0,3,15,3,0,5,17,24,0,0,125,0,9,3,50,5,121,28,0,3,51,0,0,0,0,3,190,9,4,206,7,111,187,12,6,0,15,0,184,0,24,1445,1681,3,4,0,54,23,0,0,0,23,4183,37,11,0,0,8,55,64,7,3,0,0,76,19,3,13,0,4,8,4,35,0,16,35,23,16,0,29,0,3,0,3,0,1224,0,0,0,0,55,77,9,3,0,5,8,0,19,60,0,0,30,37,1810,18,0,14,32,0,0,4,0,14,9,14,330,0,675,0,14685,3,3,0,0,0,0,9,2231,0,0,0,4,"Woollahra (A)",9,6,0,6,30,19,30,0,613,3,7,0,7,118,21,1868,0,180,4,6,0,12,0,3,7,0,121,8,18
0,7,0,0,0,0,0,0,0,3,6,0,0,0,4,0,0,0,0,0,0,508,0,0,11,0,4,81,0,0,"18710",5,15,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,3,0,0,0,0,0,74,0,0,838,983,0,0,0,0,0,0,0,0,0,1444,5,0,0,0,0,0,6,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,5,10,283,4,0,0,0,0,0,0,0,4,0,0,52,0,34,0,6556,0,0,0,0,0,0,0,1114,0,0,0,0,"Yass Valley (A)",3,0,8,0,0,4,0,0,249,0,0,0,0,29,5,776,0,29,0,0,0,0,0,0,0,0,10,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,3,0,0,"19399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,75,56,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,449,0,0,0,0,0,0,0,55,0,0,0,0,"Unincorporated NSW",0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,243,0,0,3,0,6,86,5,0,"20110",6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,3,0,0,40,0,0,10,0,0,0,0,0,76,0,0,817,673,0,0,0,0,0,0,0,0,0,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,11,0,0,0,0,0,0,3,7,0,0,3,24,221,4,0,0,0,0,0,0,0,9,0,0,45,0,17,0,4672,0,0,0,0,0,0,0,665,0,0,0,4,"Alpine (S)",4,6,8,0,0,0,0,0,263,0,0,0,0,28,0,520,0,48,0,0,0,0,0,0,0,0,6,0,7
0,3,0,0,0,0,0,0,0,0,4,0,0,0,31,0,4,0,0,0,0,279,0,0,8,0,7,96,0,0,"20260",7,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,21,0,0,0,0,0,0,0,0,42,0,0,797,708,0,0,0,0,3,0,0,0,0,1162,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,593,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,132,7,0,0,0,0,0,0,0,7,3,0,20,0,7,0,5056,0,0,0,0,0,0,0,553,0,0,0,0,"Ararat (RC)",0,0,0,0,3,0,0,0,322,0,7,0,0,24,0,546,0,23,0,0,0,3,0,0,0,0,38,0,3
0,12,5,10,5,3,0,0,3,13,52,3,4,0,325,0,26,3,0,0,25,3216,0,0,342,0,18,591,6,4,"20570",38,64,3,6,0,3,4,7,0,0,0,0,0,0,18,8,0,0,36,0,39,7,5,0,45,21,3,0,39,0,0,3,0,7,26,0,3,205,20,3,16,0,0,0,3,13,220,0,3,4657,5032,0,0,0,150,40,0,0,0,0,10164,7,0,0,0,0,31,24,4,0,0,0,120,0,0,8,0,11,3,0,9,0,6,15,5,5,0,3,0,9,0,37,0,3394,0,0,12,0,11,34,0,0,0,0,4,0,7,8,0,0,9,63,981,28,0,4,6,3,0,0,0,9,0,0,145,3,157,0,40919,0,0,0,0,0,0,8,5946,0,5,9,3,"Ballarat (C)",19,0,18,6,0,8,13,0,1697,0,6,4,11,126,17,6218,0,129,0,5,0,4,0,0,39,0,476,3,13
0,25,29,38,11,9,5,0,13,38,73,3,17,15,682,0,109,16,4,0,200,3664,0,3,1556,0,24,617,132,5,"20660",69,179,0,13,7,6,9,26,3,0,20,16,0,0,43,11,0,4,72,3,131,16,11,27,101,45,3,3,223,0,0,3,5,5,188,3,4,299,17,28,68,13,8,0,20,15,294,0,34,4574,5455,3,6,0,269,94,0,0,0,42,11014,26,4,0,0,0,281,90,9,0,0,9,681,31,6,14,0,45,9,8,82,0,30,75,11,39,8,20,0,9,0,50,3,3220,3,3,3,0,35,537,10,0,0,6,11,0,19,37,13,7,27,83,1711,43,3,3,11,16,0,3,0,42,54,6,328,0,402,0,42563,3,13,3,0,0,0,10,6513,0,3,0,7,"Banyule (C)",43,9,43,11,78,9,159,7,1552,5,21,0,23,158,64,5965,0,245,0,8,0,129,0,7,35,3,1098,3,149
0,8,0,0,0,0,0,0,0,3,21,0,0,0,45,0,7,0,0,3,3,824,0,0,28,0,14,277,18,0,"20740",51,13,0,0,0,3,0,0,0,0,3,0,0,0,12,0,3,0,14,0,3,0,0,0,18,0,0,0,3,0,0,0,0,0,10,0,0,163,0,3,17,0,0,0,0,0,258,0,7,1815,1584,0,6,0,0,7,0,0,0,0,2373,5,0,0,0,0,3,4,0,0,0,0,17,3,0,6,0,0,0,0,9,0,7,0,4,0,0,0,0,0,0,0,0,1640,0,0,0,0,6,35,0,0,0,0,0,0,6,11,0,0,3,35,819,6,0,0,3,0,0,0,0,30,6,0,97,0,48,0,12171,0,0,0,0,0,0,0,1682,0,0,0,0,"Bass Coast (S)",3,0,11,0,0,0,3,0,753,0,3,0,0,163,4,1235,0,90,0,0,0,4,0,0,0,0,69,5,9
0,3,0,0,0,0,0,0,3,3,17,0,0,0,58,0,10,3,0,0,3,1392,0,0,31,0,18,277,4,0,"20830",31,24,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,25,0,4,4,0,0,26,0,0,0,8,0,0,0,0,3,8,0,0,167,0,0,3,0,4,0,0,0,219,0,3,2502,2458,0,0,0,4,10,0,0,0,3,4291,6,3,0,0,0,4,6,0,0,0,0,7,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1896,0,0,0,0,10,14,0,3,0,0,0,0,5,11,0,0,10,44,786,8,0,0,0,0,0,0,0,35,3,3,117,0,82,0,19235,0,0,0,0,0,0,3,2965,0,3,0,0,"Baw Baw (S)",10,0,11,0,3,0,5,0,923,0,4,0,0,129,9,2539,0,121,0,3,0,0,0,0,3,0,93,0,4
0,44,10,14,8,0,7,0,5,15,321,23,5,3,171,0,91,15,0,3,24,2291,0,0,728,0,39,763,90,3,"20910",85,66,3,3,11,3,0,12,3,0,26,9,0,3,36,48,0,0,230,3,27,9,25,9,174,10,3,3,130,0,0,0,3,17,89,18,5,436,5,42,141,9,3,0,5,3,421,0,11,3975,4781,0,3,3,138,71,0,0,3,23,6055,33,6,0,0,0,43,35,13,4,0,3,213,18,7,21,0,24,3,0,37,0,25,77,21,27,8,7,0,0,0,17,0,2766,0,0,0,0,45,313,4,12,0,3,8,0,11,48,0,3,55,75,3041,31,0,20,15,0,0,4,0,48,34,17,659,0,626,0,32033,4,8,0,0,0,0,12,5498,0,0,0,30,"Bayside (C)",16,12,14,19,17,17,89,8,1327,10,12,0,3,204,49,4578,0,312,8,21,3,77,0,3,8,0,411,3,76
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,0,320,0,0,11,0,10,153,0,0,"21010",15,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,3,0,0,21,0,3,5,0,0,0,0,0,49,0,0,875,705,0,0,0,3,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,730,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,18,144,3,0,0,0,0,0,0,0,3,0,0,18,0,7,0,5576,0,0,0,0,0,0,0,700,0,0,0,0,"Benalla (RC)",0,0,0,0,0,0,0,0,411,0,0,0,0,27,3,668,0,35,0,3,0,0,0,0,3,0,27,0,0
8,33,45,135,6,11,19,0,7,12,247,10,21,26,1298,0,147,12,8,0,211,3520,0,0,4608,4,30,937,239,5,"21110",65,83,3,49,17,27,9,12,0,0,40,8,0,3,92,39,0,7,163,12,295,22,62,17,175,97,3,4,781,0,0,3,0,19,824,21,5,443,56,93,206,24,4,0,80,12,397,0,155,5526,7074,0,3,3,937,194,0,0,0,118,11448,36,21,0,0,0,343,311,19,3,0,9,1458,36,39,21,0,22,76,13,240,0,37,417,32,92,13,111,0,13,0,138,18,3804,0,0,7,0,65,714,33,8,0,7,72,0,14,69,12,6,46,72,2633,97,3,17,116,15,0,19,0,35,68,13,509,14,571,7,52094,8,3,9,0,0,0,12,8821,0,4,4,13,"Boroondara (C)",28,18,12,13,249,20,546,12,1819,4,37,0,47,197,124,9146,3,282,3,39,0,138,0,0,86,0,2241,7,157
3,12,33,114,49,44,15,0,214,245,30,3,7,16,3088,3,513,23,0,5,250,5770,4,0,1095,5,36,204,335,55,"21180",27,1095,0,84,49,21,20,164,33,0,40,75,0,10,186,7,26,30,19,0,1068,95,4,62,40,260,0,11,178,0,3,68,16,54,254,0,35,180,207,19,61,3,79,0,14,358,179,0,25,2966,4285,0,88,56,115,362,3,0,0,32,11213,352,8,6,6,3,400,170,54,0,3,115,444,107,18,3,0,592,10,11,82,3,99,64,16,52,20,21,16,54,0,220,20,1391,0,0,89,0,44,1066,4,75,8,28,5,4,26,13,24,206,22,230,833,265,7,11,32,43,4,0,0,64,118,3,169,30,150,28,44077,3,100,9,0,3,0,0,8937,4,24,10,5,"Brimbank (C)",276,3,292,3,145,83,154,30,491,15,99,7,113,78,241,8813,12,452,0,100,9,180,8,14,282,37,5289,5,285
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,113,0,0,3,0,0,96,0,0,"21270",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,16,0,0,443,363,0,0,0,0,7,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,2631,0,0,0,0,0,0,0,365,0,0,0,0,"Buloke (S)",0,0,3,0,0,0,0,0,215,0,0,0,0,7,0,275,0,5,0,0,0,0,0,0,0,0,16,0,0
0,0,0,0,0,0,0,0,0,0,5,0,0,0,31,0,9,0,0,0,3,954,0,0,13,0,4,335,4,3,"21370",8,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,56,0,3,11,0,0,0,0,0,89,0,0,2219,2087,0,0,0,0,3,0,0,0,0,3002,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1800,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,3,18,286,3,0,0,0,0,0,0,0,13,0,0,28,0,24,0,15544,0,0,0,0,0,0,0,2166,0,0,0,0,"Campaspe (S)",0,0,0,0,3,0,3,0,990,0,0,0,0,62,0,1998,0,44,0,0,0,4,0,0,0,0,44,0,3
0,6,0,21,3,0,3,3,15,20,81,4,0,0,608,0,106,6,0,0,17,3774,0,0,109,3,45,248,10,25,"21450",73,83,0,14,7,0,6,16,3,0,7,11,0,0,37,5,3,12,109,0,58,31,0,3,53,10,0,3,16,0,0,8,0,15,20,0,3,419,34,3,28,0,13,0,0,69,374,0,3,3118,4168,0,8,0,13,59,0,0,0,3,9258,53,3,0,5,0,23,36,13,0,0,3,38,8,0,8,0,32,4,5,12,0,3,8,12,0,16,0,3,0,0,45,0,1933,0,0,18,0,22,50,0,11,0,0,0,0,7,25,3,31,35,54,2054,76,0,0,6,0,0,0,0,44,7,6,454,0,339,5,34655,0,0,0,0,0,0,3,6248,0,6,5,8,"Cardinia (S)",14,3,18,3,7,21,17,3,801,0,40,6,8,203,39,5115,0,214,0,26,0,9,0,0,49,11,870,3,12
56,20,54,179,147,91,23,18,218,147,190,9,27,23,5218,83,592,30,11,12,165,11019,11,0,1837,14,77,542,69,66,"21610",131,666,3,109,38,54,93,137,22,3,129,136,0,14,323,18,20,62,178,11,876,139,13,44,127,343,0,10,330,0,3,45,8,229,226,3,10,833,112,24,83,14,96,0,14,4826,781,15,34,6415,8862,0,88,40,157,1255,5,44,0,43,20057,495,22,0,237,3,450,351,94,0,3,120,793,92,10,10,0,564,29,23,115,3,78,99,15,18,297,36,342,65,0,660,46,3382,3,0,1229,0,63,406,7,128,46,53,17,4,27,43,11,2312,63,138,4158,920,6,4,26,94,0,5,0,100,59,11,916,57,660,111,83707,0,112,25,5,3,14,6,17649,7,39,9,25,"Casey (C)",72,6,135,18,88,146,269,162,1457,9,345,22,109,447,666,14323,6,513,0,711,11,99,22,40,190,546,9266,4,94
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,275,0,0,10,0,4,112,0,0,"21670",7,3,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,3,0,0,0,0,0,78,0,0,818,688,0,0,0,0,4,0,0,0,0,909,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,8,218,3,0,0,0,0,0,0,0,3,0,0,36,0,7,0,5270,0,0,0,0,0,0,0,685,0,0,0,0,"Central Goldfields (S)",0,0,0,0,0,0,3,0,390,0,0,0,0,52,0,645,0,15,0,3,0,0,0,0,0,0,19,0,0
0,3,0,6,0,0,0,0,0,0,7,0,0,0,21,0,8,0,0,0,3,571,0,0,25,0,4,155,3,0,"21750",9,10,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,9,0,0,0,3,0,0,0,0,3,7,0,0,57,0,0,3,0,0,0,0,41,64,0,3,1264,1148,0,0,0,3,3,0,0,0,0,1882,0,0,0,0,0,9,5,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,956,0,0,20,0,0,9,0,0,0,0,0,0,3,3,0,24,0,13,220,7,0,0,0,0,0,0,0,8,0,0,28,0,24,0,8714,0,0,0,0,0,0,0,1249,0,0,0,0,"Colac-Otway (S)",4,0,0,0,3,0,4,0,454,0,3,0,0,29,0,1034,0,34,0,0,0,3,0,0,0,0,25,0,8
